date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,grade,sqft_above,sqft_basement,lat,sqft_living15
20140708,613000.0,2.0,2.0,1170,1.5,0,1,8,1170,0,47.6402,2160
20141107,614000.0,4.0,2.25,2880,1.0,0,0,8,1920,960,47.7584,2410
20150505,595000.0,4.0,1.75,2510,1.0,0,0,8,1680,830,47.5569,2510
20140821,440000.0,2.0,1.0,1280,1.0,0,0,7,850,430,47.63399999999999,1280
20150317,425000.0,3.0,1.5,1570,1.0,0,3,8,1570,0,47.438,2130
20140925,407000.0,2.0,1.0,740,1.0,0,0,6,740,0,47.6929,1800
20140825,472000.0,3.0,1.5,1740,1.0,0,0,7,1740,0,47.5897,1390
20140617,472000.0,3.0,2.5,1180,3.0,0,0,8,1180,0,47.6381,1180
20141022,1250000.0,5.0,2.75,2960,1.0,0,3,9,2160,800,47.7606,2940
20140708,412000.0,3.0,1.75,1880,1.0,0,0,7,940,940,47.5354,1110
20150406,717000.0,3.0,1.0,1150,1.0,0,0,8,1150,0,47.6805,1160
20140812,425000.0,3.0,1.0,1320,1.0,0,0,7,1320,0,47.6131,1510
20140819,299999.0,4.0,2.0,1640,1.0,0,0,6,820,820,47.4791,1640
20150507,254000.0,3.0,2.0,1470,1.0,0,0,7,1470,0,47.3539,1580
20150212,178500.0,3.0,1.0,900,1.0,0,0,6,900,0,47.2883,1460
20141121,800000.0,3.0,1.75,1510,1.0,0,0,8,1230,280,47.6387,1300
20140911,420000.0,3.0,1.0,1440,1.0,0,0,6,720,720,47.696000000000005,1280
20150312,319900.0,2.0,1.0,1380,1.0,0,0,7,1380,0,47.7486,1870
20150302,350000.0,2.0,1.5,1150,1.0,0,1,7,1150,0,47.7298,1910
20140528,968000.0,6.0,2.75,3610,1.0,0,4,9,2070,1540,47.5739,2890
20150225,491000.0,3.0,2.0,1250,3.0,0,0,7,1250,0,47.6705,1320
20150421,948000.0,3.0,2.5,3510,2.0,0,0,9,3510,0,47.5635,3510
20140924,900000.0,3.0,2.5,2260,2.0,0,0,8,1700,560,47.6928,1740
20150309,270000.0,3.0,1.75,2840,1.0,0,0,7,1420,1420,47.3516,1650
20140617,198000.0,3.0,1.5,1430,1.0,0,0,7,820,610,47.2927,1430
20141121,250000.0,2.0,1.0,1420,1.0,0,0,7,1420,0,47.4594,1220
20140730,615000.0,4.0,2.5,2120,2.0,0,0,8,2120,0,47.5526,2170
20140916,550000.0,3.0,2.5,2080,2.0,0,0,8,2080,0,47.5723,2210
20141017,190000.0,2.0,2.5,1370,2.0,0,0,7,1370,0,47.4606,1370
20141007,629000.0,4.0,2.25,1900,1.0,0,0,8,1280,620,47.56100000000001,2330
20141007,434000.0,3.0,1.75,1660,1.0,0,0,7,1660,0,47.7647,1660
20141008,415885.0,3.0,1.0,1310,1.0,0,0,7,1310,0,47.5301,1120
20140602,550000.0,3.0,2.5,1840,1.0,0,0,7,920,920,47.6557,1780
20150121,272000.0,1.0,0.75,1040,1.0,0,1,7,580,460,47.5078,1560
20140627,665000.0,3.0,2.5,2610,2.0,0,0,10,2610,0,47.7377,3060
20141009,510000.0,3.0,2.0,1990,1.0,0,0,7,1990,0,47.5421,2120
20140904,530000.0,3.0,2.0,3080,1.0,0,0,8,1740,1340,47.4695,2100
20141020,355000.0,3.0,1.0,1200,1.0,0,0,7,1200,0,47.7452,1960
20150223,255000.0,4.0,1.0,1250,1.0,0,0,7,1250,0,47.4258,1260
20140724,790000.0,4.0,2.75,2640,2.0,0,0,10,2640,0,47.6481,2980
20141202,695000.0,5.0,1.75,1790,2.0,0,0,8,1790,0,47.5945,1840
20141107,255000.0,2.0,2.0,1140,1.0,0,0,7,1140,0,47.4351,1130
20140723,410000.0,3.0,2.25,1790,1.5,0,0,7,1380,410,47.7477,2140
20140625,650000.0,4.0,2.75,1910,1.0,0,0,7,1420,490,47.6952,2300
20150318,675000.0,4.0,1.75,1530,1.5,0,0,7,1530,0,47.6529,1650
20140701,332888.0,2.0,2.5,1050,2.0,0,0,8,950,100,47.6018,1350
20150220,300000.0,3.0,1.75,1730,1.0,0,0,7,1130,600,47.3915,1950
20140801,320000.0,4.0,1.5,1100,1.0,0,0,7,1100,0,47.5704,1380
20150508,342500.0,5.0,2.25,2100,1.0,0,0,7,1050,1050,47.4922,2100
20150320,752875.0,4.0,2.5,2800,2.0,0,0,9,2800,0,47.7432,2280
20140630,1730000.0,5.0,3.5,5000,2.0,0,3,10,3410,1590,47.5665,3360
20140814,255000.0,1.0,0.5,880,1.0,0,0,6,500,380,47.5732,1410
20141103,244000.0,3.0,2.5,1470,2.0,0,0,7,1470,0,47.7651,1360
20150401,1420000.0,5.0,3.25,3950,2.0,0,2,10,3430,520,47.6898,2070
20141110,218000.0,3.0,1.0,980,1.0,0,0,7,980,0,47.4892,1430
20141203,359000.0,4.0,1.0,2180,1.5,0,0,7,2180,0,47.7522,1360
20141027,840000.0,4.0,2.75,3040,2.0,0,0,11,3040,0,47.522,3830
20140507,900000.0,5.0,3.75,4130,2.0,0,0,9,3170,960,47.715,4130
20141009,205000.0,4.0,1.75,1850,1.5,0,0,7,1850,0,47.3468,1750
20150121,205000.0,3.0,2.5,1600,2.0,0,0,7,1600,0,47.3904,1410
20150408,500000.0,2.0,1.5,2070,2.0,0,0,7,1370,700,47.5571,2070
20150109,510000.0,4.0,2.5,3180,2.0,0,0,7,3180,0,47.4905,2610
20140620,1135000.0,6.0,4.25,6900,2.0,0,0,9,4820,2080,47.7506,4170
20150430,1545000.0,4.0,2.25,2640,2.0,0,0,7,2080,560,47.6313,1910
20140721,210000.0,3.0,1.5,1920,1.0,0,0,6,1920,0,47.4446,1616
20141209,597500.0,3.0,1.75,2030,1.0,0,0,8,1600,430,47.7112,2910
20141029,400000.0,2.0,1.0,1140,1.5,0,0,6,1140,0,47.2592,1580
20140821,412000.0,3.0,1.0,1660,1.0,0,0,7,1260,400,47.7576,1390
20150325,299950.0,2.0,1.5,1390,3.0,0,0,7,1390,0,47.7274,1340
20150423,1081000.0,4.0,3.0,2490,1.5,0,0,8,1690,800,47.6628,1960
20141118,422500.0,4.0,2.5,2550,2.0,0,0,9,2550,0,47.3979,2630
20140714,410000.0,3.0,2.0,1270,1.0,0,0,6,1270,0,47.6876,1470
20140528,1400000.0,4.0,3.25,2980,2.0,0,3,10,2140,840,47.5933,2200
20140715,245000.0,3.0,2.0,1470,1.0,0,0,8,1470,0,47.3191,1980
20140702,720000.0,4.0,3.0,3550,1.5,0,0,10,2180,1370,47.7533,3170
20141024,315000.0,2.0,1.0,780,1.0,0,0,6,780,0,47.5609,1750
20150224,191950.0,2.0,2.5,1390,2.0,0,0,7,1390,0,47.3081,1390
20140923,455000.0,4.0,2.5,2440,2.0,0,0,8,2440,0,47.5108,2260
20140516,523000.0,3.0,1.5,1260,1.5,0,0,8,1260,0,47.5755,1700
20141024,250000.0,3.0,2.25,1640,2.0,0,0,7,1640,0,47.31100000000001,1230
20150113,294000.0,3.0,3.0,1670,1.5,0,0,7,1140,530,47.4881,1010
20141010,490000.0,3.0,2.25,2380,1.0,0,0,8,2040,340,47.6955,1680
20140916,310000.0,4.0,1.0,1030,1.0,0,0,7,1030,0,47.553,1250
20140721,265000.0,3.0,1.5,1560,1.0,0,0,7,1560,0,47.2048,1400
20140811,402000.0,4.0,1.75,1640,1.0,0,0,7,1010,630,47.6933,1680
20140509,705000.0,2.0,2.5,2200,1.0,0,3,8,2200,0,47.2458,2700
20141124,589450.0,4.0,2.5,3190,2.0,0,0,10,3190,0,47.353,3190
20141223,219950.0,3.0,1.5,1200,1.0,0,0,7,1200,0,47.4482,2120
20140813,750000.0,3.0,2.25,2250,2.0,0,0,8,1510,740,47.6741,2240
20140821,478000.0,2.0,1.75,1960,1.0,0,0,7,980,980,47.6531,1650
20140714,170000.0,3.0,1.0,1250,1.0,0,0,7,1250,0,47.4548,1510
20140612,489950.0,4.0,2.25,2640,1.0,0,0,9,2640,0,47.3099,2780
20140606,1370000.0,2.0,2.25,2460,1.5,0,4,9,1930,530,47.6792,2260
20150302,319950.0,3.0,2.5,1700,2.0,0,0,7,1700,0,47.3798,1950
20141124,208417.0,2.0,1.0,840,1.0,0,0,5,840,0,47.5292,830
20141117,410000.0,4.0,2.0,1900,1.0,0,0,6,950,950,47.6767,1230
20140725,590000.0,4.0,2.75,2160,1.0,0,3,7,1080,1080,47.7081,2450
20150429,648000.0,3.0,1.75,1610,1.0,0,0,8,1610,0,47.553,2270
20140627,255000.0,3.0,2.5,1720,2.0,0,0,8,1720,0,47.2624,1720
20140825,465000.0,4.0,2.75,2190,2.0,0,0,8,2190,0,47.7751,2190
20150128,622000.0,4.0,1.75,3020,1.0,0,0,8,1510,1510,47.56,2230
20140915,306000.0,3.0,1.75,1980,1.0,0,0,7,1980,0,47.3745,1630
20141010,617000.0,3.0,2.5,1880,2.0,0,0,7,1880,0,47.657,1230
20140528,438750.0,3.0,1.75,1610,1.0,0,0,7,1610,0,47.7137,1230
20140925,1280000.0,4.0,3.0,3260,2.0,0,0,9,2300,960,47.6314,2410
20141124,995000.0,5.0,3.25,3970,2.0,0,2,9,2970,1000,47.7764,2520
20140623,1580000.0,4.0,2.5,4570,2.0,0,4,12,4570,0,47.7282,3810
20150422,635000.0,5.0,2.75,2620,1.5,0,0,7,1710,910,47.6806,1790
20140728,215000.0,3.0,1.0,1180,1.0,0,0,7,1180,0,47.39,1290
20141027,530000.0,3.0,2.5,1365,3.0,0,0,7,1315,50,47.6776,1360
20150320,295000.0,2.0,1.0,720,1.0,0,0,6,720,0,47.5245,1000
20150302,245000.0,3.0,2.25,1350,1.0,0,0,7,930,420,47.3593,1460
20150105,400000.0,6.0,2.5,3060,1.0,0,0,8,1530,1530,47.4379,2690
20140721,303000.0,3.0,2.75,1850,2.0,0,0,8,1850,0,47.1928,1850
20141015,330000.0,3.0,1.75,1320,1.5,0,0,7,1320,0,47.5695,1160
20150304,700000.0,3.0,1.75,1990,2.0,0,3,9,1990,0,47.7439,2880
20140826,126000.0,1.0,1.0,610,1.0,0,0,5,610,0,47.4865,1090
20140723,850000.0,4.0,1.0,2500,1.5,0,0,7,2500,0,47.6488,2880
20141218,405000.0,3.0,2.0,1440,1.0,0,0,7,1440,0,47.7243,1800
20140819,869900.0,6.0,4.5,2750,2.0,0,0,8,1770,980,47.6883,1860
20150331,485000.0,3.0,1.75,1790,1.0,0,2,8,1790,0,47.5412,1310
20150128,400000.0,2.0,2.0,1050,2.0,0,0,8,720,330,47.6181,1340
20140911,299950.0,3.0,2.5,1780,2.0,0,0,7,1780,0,47.386,3050
20150327,585000.0,4.0,2.5,2200,2.0,0,0,8,2200,0,47.733,2270
20150506,495000.0,4.0,2.0,1720,2.0,0,0,7,1470,250,47.6929,1510
20150311,2200000.0,5.0,4.5,5840,2.0,0,0,12,4570,1270,47.5457,4850
20141110,447000.0,3.0,2.25,1520,2.0,0,0,7,1520,0,47.6273,1530
20150417,206000.0,3.0,1.0,1320,1.0,0,0,7,1320,0,47.312,1320
20141021,500000.0,3.0,1.0,1070,1.0,0,0,7,950,120,47.5627,1090
20141121,302500.0,4.0,2.5,1990,2.0,0,0,8,1990,0,47.3585,1850
20141125,1250000.0,4.0,4.25,4980,2.0,0,3,9,3080,1900,47.6406,2840
20140723,391000.0,2.0,1.0,890,1.0,0,0,6,890,0,47.6966,1690
20140710,250000.0,3.0,2.0,1440,2.0,0,0,7,1440,0,47.3784,1480
20140723,435000.0,4.0,2.5,2440,2.0,0,0,7,2440,0,47.4891,2440
20150211,160000.0,4.0,2.25,1800,1.0,0,0,7,1440,360,47.4874,2400
20140722,451000.0,5.0,3.0,2260,1.0,0,0,7,1330,930,47.7508,1940
20140505,206000.0,2.0,1.0,810,1.0,0,0,6,810,0,47.4882,1090
20140923,590000.0,4.0,2.75,2240,2.0,0,0,7,1540,700,47.5785,1830
20140515,695000.0,3.0,2.5,4560,2.0,0,0,9,3800,760,47.621,2360
20141120,350000.0,3.0,1.5,1550,1.0,0,0,7,1550,0,47.394,1550
20150326,1236300.0,5.0,3.5,3180,2.0,0,0,10,2420,760,47.6423,2060
20150330,395000.0,6.0,2.25,2950,1.0,0,0,7,1700,1250,47.7476,1790
20150405,419000.0,5.0,3.0,2190,2.0,0,0,7,2190,0,47.5049,1440
20140708,592350.0,2.0,2.0,1570,1.0,0,0,8,1570,0,47.709,2165
20140806,855000.0,5.0,3.25,3420,2.0,0,0,9,2620,800,47.5366,3310
20141230,771000.0,4.0,2.5,2420,2.0,0,0,9,2420,0,47.6893,2650
20141218,325000.0,3.0,2.25,1570,1.0,0,3,7,1570,0,47.2377,1570
20141018,1850000.0,5.0,3.25,3680,2.0,0,0,9,2630,1050,47.6341,3050
20140729,545000.0,4.0,1.75,1910,1.0,0,0,7,1210,700,47.5693,1780
20150226,615000.0,3.0,1.75,1780,1.0,0,0,7,990,790,47.5696,1780
20150410,625500.0,2.0,1.0,2160,1.0,0,0,6,1300,860,47.6981,1680
20140708,232000.0,3.0,1.5,1460,1.0,0,0,7,1460,0,47.3182,1510
20140714,168000.0,3.0,1.5,1370,1.0,0,0,6,1370,0,47.4499,2350
20150128,238000.0,3.0,1.5,1370,1.0,0,0,6,1370,0,47.4499,2350
20150414,260000.0,3.0,2.5,1500,2.0,0,0,8,1500,0,47.2625,1720
20150302,460000.0,3.0,1.75,1210,1.0,0,0,7,1210,0,47.5294,1250
20140825,900000.0,3.0,2.5,2850,1.0,0,1,8,1680,1170,47.748000000000005,2670
20141021,289950.0,3.0,1.0,1090,1.0,0,0,6,1090,0,47.7562,1060
20150220,265000.0,3.0,1.75,1450,1.0,0,0,7,1450,0,47.3482,1520
20140530,465000.0,4.0,2.25,1820,1.0,0,0,8,1340,480,47.7415,1270
20141113,370000.0,3.0,1.5,1320,1.0,0,0,7,1320,0,47.7126,1380
20140806,240000.0,2.0,1.5,1670,1.0,0,0,7,1670,0,47.4864,1670
20140917,232000.0,4.0,2.0,1440,1.0,0,0,5,1440,0,47.5072,1500
20140729,237502.0,3.0,1.0,980,1.0,0,0,7,980,0,47.5256,1300
20141215,1280000.0,4.0,3.5,4340,2.0,0,0,10,2850,1490,47.6427,1290
20150424,957000.0,4.0,2.25,2860,1.0,0,0,8,1430,1430,47.588,2190
20150305,218000.0,3.0,1.5,1140,1.0,0,0,6,1140,0,47.3684,980
20140820,205000.0,3.0,1.5,1120,1.0,0,0,7,1120,0,47.3632,1260
20140611,350000.0,3.0,3.25,1460,2.0,0,0,8,1130,330,47.5481,1560
20140702,256000.0,4.0,2.5,2050,2.0,0,0,7,2050,0,47.3527,2030
20140730,275000.0,3.0,1.0,1250,1.0,0,0,7,1000,250,47.7289,1310
20150403,372000.0,4.0,2.5,2520,2.0,0,0,9,2520,0,47.3893,2540
20150319,688888.0,3.0,3.25,2580,1.5,0,1,9,1760,820,47.5314,2140
20140630,170000.0,2.0,1.0,1200,2.0,0,0,7,1200,0,47.6337,2150
20140625,530000.0,5.0,2.25,2140,1.0,0,0,7,1070,1070,47.6071,1680
20140623,905000.0,4.0,3.25,3440,2.0,0,0,11,3440,0,47.5429,3580
20140825,365000.0,4.0,2.5,1800,1.0,0,0,7,1080,720,47.5303,1870
20150406,312000.0,4.0,2.5,1790,1.0,0,0,7,1290,500,47.4061,1730
20140822,400000.0,2.0,1.75,1250,1.0,0,0,7,1250,0,47.5242,1250
20140912,278750.0,2.0,2.0,800,1.0,0,0,6,800,0,47.7024,1160
20150401,510000.0,3.0,2.0,1410,1.0,0,0,8,1410,0,47.5718,2690
20150414,527700.0,2.0,2.25,1330,3.0,0,0,8,1330,0,47.6904,1320
20150415,740000.0,4.0,2.75,2890,1.5,0,0,9,2190,700,47.6419,2280
20140808,512000.0,4.0,2.5,2550,2.0,0,0,9,2550,0,47.4836,2840
20141112,362000.0,5.0,2.5,2880,2.0,0,0,8,2880,0,47.3747,1960
20150206,225000.0,3.0,1.0,660,1.0,0,0,5,660,0,47.4842,1320
20140630,491500.0,3.0,2.25,1470,2.0,0,0,7,1470,0,47.5672,1610
20150204,429950.0,4.0,1.75,1700,1.0,0,0,8,1320,380,47.7453,2000
20141117,375000.0,3.0,1.0,1040,1.0,0,0,7,1040,0,47.5765,1280
20140813,199400.0,2.0,1.0,880,1.0,0,0,6,880,0,47.5331,1430
20150126,364900.0,4.0,2.5,2490,2.0,0,2,9,2490,0,47.3831,2650
20140912,324950.0,3.0,1.5,1210,1.0,0,0,7,1210,0,47.5255,980
20150330,467000.0,5.0,2.0,2080,1.0,0,0,6,1040,1040,47.5858,1940
20140822,380000.0,3.0,1.0,1380,1.0,0,0,7,1380,0,47.7134,1190
20141103,250000.0,3.0,2.25,1620,1.0,0,0,7,1620,0,47.4437,1910
20140520,700000.0,4.0,1.0,1680,1.5,0,0,7,1680,0,47.6663,1710
20141113,206990.0,3.0,1.0,1330,1.0,0,0,6,1330,0,47.3174,1300
20150406,670000.0,3.0,1.75,1730,1.0,0,0,7,970,760,47.6662,1640
20140520,315000.0,2.0,1.0,790,1.0,0,0,6,790,0,47.6978,1380
20150410,319950.0,3.0,2.5,2240,2.0,0,0,8,2240,0,47.265,2190
20140730,419000.0,3.0,1.5,1500,1.0,0,0,7,1500,0,47.7741,1630
20140822,205000.0,3.0,2.0,1800,1.0,0,0,8,1800,0,47.2623,2220
20141023,335000.0,4.0,2.5,1980,2.0,0,0,7,1980,0,47.3495,1980
20141024,397000.0,3.0,1.75,1340,1.0,0,0,7,1340,0,47.694,1550
20150429,370000.0,2.0,1.0,750,1.0,0,0,7,750,0,47.6175,1630
20140918,330000.0,4.0,2.25,1790,1.0,0,0,7,1170,620,47.5126,1990
20141030,1785000.0,4.0,3.5,5490,1.0,0,4,12,2910,2580,47.5511,4290
20140808,399000.0,3.0,2.0,1940,1.0,0,0,7,1140,800,47.774,1940
20140620,400000.0,4.0,1.75,2670,2.0,0,4,8,2670,0,47.2585,2190
20140717,249900.0,3.0,2.0,1220,1.0,0,0,7,1220,0,47.3523,1570
20140513,717000.0,3.0,1.5,1310,1.0,0,0,7,1090,220,47.6821,1570
20140807,319000.0,4.0,2.5,1930,2.0,0,0,8,1930,0,47.4016,2280
20150403,635000.0,4.0,3.0,2100,2.0,0,0,8,2100,0,47.6807,1320
20140910,355000.0,3.0,1.0,1180,1.0,0,0,7,1180,0,47.7372,1320
20150401,1600000.0,5.0,3.25,4320,2.0,0,0,12,4320,0,47.5461,4410
20140714,585000.0,4.0,1.75,3140,1.0,0,0,7,2320,820,47.6941,2240
20141229,320000.0,3.0,2.0,2320,1.0,0,0,7,1160,1160,47.5141,1380
20140514,305495.0,3.0,1.75,2110,2.0,0,0,7,2110,0,47.4744,1800
20140619,240000.0,4.0,2.0,1790,1.0,0,1,7,1670,120,47.3965,2440
20140623,199950.0,5.0,2.5,1740,1.0,0,0,7,1740,0,47.3904,1740
20140826,1620000.0,4.0,3.25,3820,2.0,0,0,10,3820,0,47.5837,2440
20150218,770000.0,3.0,3.5,2050,2.0,1,4,9,1750,300,47.4536,2300
20140702,255000.0,4.0,2.25,1680,2.0,0,0,8,1680,0,47.3258,1678
20140915,289000.0,4.0,2.25,1930,1.0,0,0,8,1930,0,47.4501,1930
20140718,494500.0,4.0,3.0,3760,2.0,0,0,8,2470,1290,47.5161,1960
20140604,746000.0,3.0,2.25,2370,1.0,0,0,8,1650,720,47.6366,1960
20141023,385000.0,4.0,3.0,2120,2.0,0,0,8,2120,0,47.4745,2180
20141118,688100.0,4.0,2.5,2370,2.0,0,0,8,2370,0,47.6915,2110
20140512,870300.0,4.0,2.5,2350,1.5,0,0,8,1690,660,47.6605,1750
20141022,310000.0,3.0,1.0,1180,1.5,0,0,7,1180,0,47.7416,1180
20150312,500000.0,3.0,2.5,2270,2.0,0,0,8,2270,0,47.7733,1770
20140814,255000.0,3.0,2.25,1830,1.0,0,0,7,1400,430,47.3925,1960
20150218,1475000.0,3.0,2.75,3910,1.0,0,0,9,1970,1940,47.6324,3480
20140924,154500.0,3.0,1.0,890,1.0,0,0,6,890,0,47.4388,1590
20140530,425000.0,3.0,2.25,1820,1.0,0,0,7,1260,560,47.7241,1850
20140721,700000.0,4.0,2.5,2440,2.0,0,0,10,2440,0,47.56100000000001,2490
20141121,410500.0,2.0,1.0,1110,1.0,0,0,6,740,370,47.6436,1590
20140714,432000.0,3.0,2.0,1870,1.0,0,0,7,1210,660,47.7244,1620
20150414,530000.0,3.0,1.5,1240,1.5,0,0,8,1240,0,47.5745,1420
20140527,465000.0,3.0,2.0,1560,1.0,0,0,7,1560,0,47.7294,1970
20140923,498688.0,3.0,2.5,1910,2.0,0,0,8,1910,0,47.5752,1800
20150402,573500.0,3.0,1.0,2200,1.0,0,0,9,1600,600,47.4527,1880
20141015,349900.0,4.0,2.75,2530,2.0,0,0,8,2530,0,47.289,2490
20140618,220000.0,3.0,1.0,1130,1.0,0,0,7,1130,0,47.4965,1460
20140731,260000.0,2.0,1.0,820,1.0,0,0,6,820,0,47.52,1000
20140911,290000.0,2.0,1.0,960,1.0,0,0,6,960,0,47.5554,1210
20150402,615000.0,4.0,1.5,1980,1.5,0,0,8,1780,200,47.584,2250
20141022,730000.0,4.0,3.5,3370,2.0,0,0,10,2250,1120,47.7196,3080
20150112,1950000.0,4.0,3.25,7420,2.0,0,3,12,7420,0,47.4548,5610
20140521,332500.0,3.0,2.25,1800,2.0,0,0,7,1800,0,47.3879,1870
20141224,650000.0,5.0,3.5,3990,2.0,0,0,9,2820,1170,47.74100000000001,2750
20140829,1400000.0,4.0,2.5,4070,3.0,0,0,8,3390,680,47.6838,2020
20150513,465000.0,4.0,1.75,1640,1.5,0,0,7,1480,160,47.7649,1440
20140722,690000.0,4.0,3.25,3730,2.0,0,0,10,2460,1270,47.5775,3680
20140711,289900.0,3.0,1.75,1220,1.0,0,0,7,1220,0,47.4492,1640
20141218,1620000.0,3.0,3.5,3490,2.0,0,0,9,2570,920,47.6385,1880
20150422,339950.0,3.0,2.5,1730,2.0,0,0,7,1730,0,47.432,1780
20150423,367999.0,4.0,2.75,3430,1.5,0,0,8,3430,0,47.3183,2090
20150218,380000.0,4.0,2.5,2320,2.0,0,0,7,2320,0,47.3828,2010
20140625,440000.0,3.0,1.75,2030,1.0,0,0,7,2030,0,47.451,1950
20140521,975000.0,5.0,4.0,4850,2.0,0,0,10,4850,0,47.6426,3850
20140805,309500.0,3.0,1.5,1340,1.0,0,0,7,1340,0,47.74100000000001,1540
20140723,350000.0,3.0,1.0,1130,1.0,0,0,6,1130,0,47.7359,1180
20150316,215000.0,2.0,2.0,1180,2.0,0,0,6,1180,0,47.3487,1310
20140826,254000.0,2.0,1.0,910,1.0,0,0,6,910,0,47.5253,1460
20150420,567000.0,3.0,1.75,1630,1.5,0,3,7,1630,0,47.6851,1800
20140529,402000.0,2.0,1.0,710,2.0,0,0,7,710,0,47.6412,1370
20141120,365000.0,4.0,1.0,1520,1.0,0,0,5,1520,0,47.4742,1740
20140502,625000.0,4.0,2.5,2820,2.0,0,0,9,2820,0,47.7538,1300
20150423,432000.0,4.0,1.75,1970,1.5,0,0,7,1970,0,47.534,1230
20140801,335500.0,5.0,3.0,2240,1.0,0,0,8,1700,540,47.4416,2280
20140806,672500.0,2.0,1.75,1860,1.0,0,2,8,1020,840,47.5751,2130
20140722,336000.0,4.0,1.0,1780,1.5,0,0,6,1780,0,47.5486,1460
20141124,294400.0,4.0,2.5,1788,2.0,0,0,7,1788,0,47.2883,1700
20150420,541900.0,3.0,2.5,1880,2.0,0,0,8,1880,0,47.6091,1840
20141217,505000.0,3.0,1.75,2300,1.0,0,0,8,1520,780,47.6884,2300
20140605,255000.0,3.0,2.5,1610,2.0,0,0,7,1610,0,47.3657,1680
20150122,435000.0,6.0,2.5,2270,1.0,0,0,7,1470,800,47.7722,2270
20140508,636000.0,2.0,1.75,1230,1.5,0,0,7,1230,0,47.6423,1210
20140909,655000.0,4.0,3.5,3420,2.0,0,0,9,3420,0,47.3554,3420
20150318,280500.0,3.0,1.5,1670,1.0,0,0,7,1370,300,47.4283,1090
20150422,520000.0,2.0,1.0,1120,1.0,0,0,7,900,220,47.6924,1500
20140626,354000.0,4.0,2.5,2580,2.0,0,0,8,2580,0,47.4042,2900
20140822,810000.0,5.0,2.75,3847,1.0,0,2,9,2299,1548,47.3379,2690
20140502,400000.0,4.0,2.5,3630,1.5,0,0,9,2300,1330,47.2617,2830
20150107,879900.0,4.0,2.75,3580,1.0,0,0,10,1840,1740,47.6319,2910
20150320,1288000.0,5.0,4.0,4050,2.0,0,0,10,2780,1270,47.56,3120
20150402,902500.0,3.0,3.5,3240,2.0,0,0,10,2130,1110,47.3388,3180
20150513,900000.0,3.0,1.75,1540,1.5,0,0,7,1540,0,47.6187,1330
20140717,419500.0,4.0,2.5,2550,2.0,0,2,7,2550,0,47.4793,2560
20141103,685000.0,4.0,2.0,2340,1.0,0,0,8,1270,1070,47.6495,1600
20141107,429950.0,4.0,2.5,2320,2.0,0,0,8,2320,0,47.4798,2330
20150423,464950.0,4.0,2.5,1640,2.0,0,0,7,1640,0,47.559,1640
20141010,239900.0,2.0,1.0,910,1.0,0,0,6,910,0,47.4463,1410
20150218,406250.0,4.0,3.25,2550,2.0,0,0,8,2550,0,47.7324,2370
20141027,447000.0,4.0,2.5,2660,2.0,0,0,8,2660,0,47.4831,2480
20140605,466800.0,3.0,2.5,1480,2.0,0,0,7,1480,0,47.6595,1660
20140917,674000.0,4.0,2.5,2810,1.0,0,0,7,1740,1070,47.5846,1970
20141126,525000.0,1.0,1.0,830,1.0,0,0,7,830,0,47.6557,1350
20150501,674950.0,3.0,2.75,3510,2.0,0,0,10,3510,0,47.3735,2970
20150429,374900.0,3.0,2.5,2480,2.0,0,0,7,2480,0,47.4389,2230
20141006,1443920.0,4.0,3.0,3720,2.5,0,0,9,2720,1000,47.6282,2610
20141205,559500.0,3.0,2.25,2150,2.0,0,0,8,2150,0,47.7179,2240
20140516,522500.0,3.0,2.5,2370,2.0,0,0,9,2370,0,47.5427,2660
20150427,1130000.0,5.0,2.5,4310,2.0,0,0,10,4310,0,47.6662,3170
20140612,498500.0,5.0,2.75,2990,2.0,0,0,8,2990,0,47.4944,2290
20140825,571000.0,4.0,1.0,1350,1.5,0,0,8,1350,0,47.6885,1520
20140514,543000.0,2.0,2.0,2370,1.5,0,0,7,1600,770,47.5007,2370
20150304,271920.0,3.0,2.0,1410,1.0,0,0,7,1410,0,47.3315,2090
20141208,104950.0,2.0,1.0,1170,1.0,0,0,6,1170,0,47.497,1820
20140929,485500.0,4.0,2.5,1800,2.0,0,0,8,1800,0,47.5998,1800
20140528,1210000.0,4.0,2.75,3650,2.0,0,2,9,2530,1120,47.6756,3140
20150122,260250.0,3.0,1.75,1490,1.0,0,0,7,1490,0,47.3473,1490
20150413,875909.0,4.0,2.5,3610,2.0,0,0,10,3610,0,47.5868,3000
20140606,455000.0,4.0,1.75,2050,1.0,0,0,7,1250,800,47.4492,2270
20140520,309000.0,3.0,1.0,1092,1.5,0,0,6,1092,0,47.5321,930
20140709,229000.0,4.0,2.25,2010,1.0,0,0,8,1170,840,47.3086,1990
20150429,250000.0,3.0,2.0,1680,2.0,0,0,7,1680,0,47.3255,1250
20140528,600000.0,4.0,2.0,2510,1.0,0,0,9,2510,0,47.7219,3180
20140508,535000.0,4.0,2.5,2280,2.0,0,0,8,2280,0,47.7237,2300
20141117,571000.0,3.0,2.5,2510,2.0,0,0,7,2510,0,47.6895,2530
20140505,1030000.0,5.0,2.75,3190,1.0,0,3,9,1690,1500,47.5641,3100
20140624,600000.0,4.0,3.25,4690,2.0,0,2,10,3680,1010,47.7718,2910
20150428,469500.0,3.0,2.25,1850,1.0,0,0,7,1300,550,47.7408,1580
